,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Monthly/Total_Charges,TotalCharges/tenure,Churn
775,0.0,0,1.0,0.0,72,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,110.65,8065.65,0.013718671154835632,112.02291666666666,0.0
776,0.0,0,1.0,1.0,3,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,40.3,92.5,0.43567567567567567,30.833333333333332,0.0
777,1.0,0,0.0,0.0,2,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,82.0,184.65,0.4440834010289737,92.325,1.0
778,0.0,0,1.0,0.0,59,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,107.0,6152.3,0.01739186970726395,104.27627118644068,0.0
779,1.0,0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,45.35,89.5,0.5067039106145251,44.75,1.0
780,1.0,0,1.0,1.0,71,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,73.35,5154.5,0.014230284217673876,72.59859154929578,0.0
781,0.0,0,1.0,1.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,44.8,220.45,0.20322068496257656,44.089999999999996,0.0
782,1.0,0,1.0,1.0,27,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,54.75,1510.3,0.03625107594517646,55.93703703703704,0.0
783,0.0,0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,52.2,52.2,1.0,52.2,1.0
784,1.0,0,0.0,1.0,63,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,40.6,2588.95,0.0156820332567257,41.09444444444444,0.0
785,0.0,1,0.0,0.0,46,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,110.0,4874.8,0.022565028308853697,105.97391304347826,1.0
786,1.0,0,1.0,1.0,72,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,55.3,3983.6,0.013881915855005523,55.327777777777776,0.0
787,0.0,0,1.0,0.0,34,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,60.85,2003.6,0.03037033339988022,58.92941176470588,0.0
788,0.0,0,1.0,1.0,24,1.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,78.4,1832.4,0.0427854180309976,76.35000000000001,0.0
789,1.0,0,0.0,0.0,72,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,69.65,4908.25,0.014190393724851017,68.17013888888889,0.0
790,0.0,0,1.0,1.0,60,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,59.85,3590.2,0.01667038048019609,59.836666666666666,0.0
791,1.0,0,0.0,0.0,68,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,76.9,5023.0,0.015309575950627116,73.86764705882354,0.0
792,0.0,0,1.0,1.0,8,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,19.85,146.6,0.1354024556616644,18.325,0.0
793,0.0,0,0.0,1.0,34,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,67.65,2339.3,0.028918907365451205,68.8029411764706,0.0
794,0.0,0,0.0,0.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,45.0,298.7,0.15065282892534315,49.78333333333333,0.0
795,1.0,0,1.0,0.0,2,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,3.0,64.2,143.65,0.4469195962408632,71.825,0.0
796,1.0,0,0.0,0.0,31,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,81.7,2548.65,0.03205618660859671,82.21451612903226,0.0
797,0.0,0,1.0,1.0,20,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,25.55,507.4,0.05035474970437525,25.369999999999997,0.0
798,0.0,0,1.0,1.0,1,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,20.0,20.0,1.0,20.0,0.0
799,1.0,0,0.0,0.0,62,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,96.75,6125.4,0.0157948868645313,98.79677419354839,1.0
800,0.0,1,1.0,0.0,70,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,75.65,5411.4,0.01397974646117456,77.30571428571427,0.0
801,0.0,0,0.0,0.0,10,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,98.5,1058.25,0.09307819513347508,105.825,1.0
802,1.0,0,1.0,1.0,39,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,23.8,903.8,0.026333259570701484,23.174358974358974,0.0
803,0.0,0,1.0,0.0,46,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,64.2,3009.5,0.021332447250373816,65.42391304347827,0.0
804,1.0,0,0.0,0.0,6,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,85.35,489.45,0.17437940545510267,81.575,1.0
805,0.0,0,1.0,1.0,72,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,76.8,5468.45,0.014044198996059212,75.95069444444444,0.0
806,1.0,0,0.0,0.0,18,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,55.2,1058.1,0.05216898213779417,58.78333333333333,0.0
807,1.0,0,1.0,0.0,71,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,108.55,7616.0,0.014252888655462185,107.26760563380282,0.0
808,1.0,0,1.0,0.0,40,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,101.3,4113.1,0.024628625610853126,102.82750000000001,1.0
809,1.0,0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,69.55,69.55,1.0,69.55,1.0
810,1.0,0,0.0,0.0,58,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,103.25,6017.65,0.017157860626656585,103.75258620689655,1.0
811,1.0,0,0.0,0.0,70,1.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,104.0,7250.15,0.014344530802810977,103.57357142857143,1.0
812,0.0,0,1.0,0.0,42,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,25.25,1108.2,0.022784695903266556,26.385714285714286,0.0
813,1.0,0,1.0,1.0,34,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.4,938.65,0.032386938688542054,27.60735294117647,0.0
814,1.0,1,0.0,0.0,5,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,20.05,94.15,0.21295804567180032,18.830000000000002,0.0
815,0.0,0,0.0,0.0,25,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,84.6,2088.05,0.04051627116208902,83.522,0.0
816,0.0,0,0.0,0.0,2,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,86.2,178.7,0.4823726916620034,89.35,1.0
817,0.0,0,1.0,1.0,55,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,103.7,5656.75,0.018332081141998496,102.85,0.0
818,1.0,0,1.0,0.0,21,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,111.2,2317.1,0.04799102326183592,110.33809523809524,1.0
819,1.0,0,1.0,0.0,70,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,88.0,5986.45,0.014699863859215396,85.52071428571428,0.0
820,0.0,0,1.0,0.0,61,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,106.35,6751.35,0.015752405074540645,110.67786885245903,0.0
821,1.0,0,1.0,1.0,43,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,79.15,3566.6,0.02219200358885213,82.94418604651163,0.0
822,1.0,0,0.0,0.0,47,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,103.1,4889.3,0.02108686315014419,104.02765957446809,0.0
823,1.0,0,0.0,0.0,5,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,63.95,318.1,0.20103740961961647,63.620000000000005,0.0
824,0.0,0,0.0,0.0,62,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,25.8,1563.95,0.016496691070686402,25.225,0.0
825,0.0,0,1.0,1.0,16,1.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,89.45,1430.25,0.06254151372137738,89.390625,1.0
826,1.0,1,1.0,0.0,7,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,95.6,644.35,0.14836657096298594,92.05,1.0
827,0.0,0,1.0,1.0,14,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,25.55,372.45,0.06859981205530945,26.603571428571428,0.0
828,1.0,0,1.0,1.0,60,1.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,90.95,5453.4,0.01667766897715187,90.89,1.0
829,1.0,0,1.0,1.0,34,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,44.85,1442.6,0.03108969915430473,42.42941176470588,0.0
830,0.0,0,1.0,0.0,50,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,108.55,5610.7,0.01934696205464559,112.214,1.0
831,1.0,0,1.0,1.0,38,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,25.05,963.95,0.025986825042792674,25.367105263157896,0.0
832,0.0,0,1.0,1.0,70,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,74.1,5222.3,0.014189150374356125,74.60428571428572,0.0
833,0.0,0,1.0,1.0,37,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,88.8,3340.55,0.026582448997919502,90.28513513513514,0.0
834,0.0,1,0.0,0.0,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,78.85,292.8,0.26929644808743164,73.2,1.0
835,1.0,1,1.0,1.0,60,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,93.25,5774.55,0.016148444467534266,96.2425,0.0
836,1.0,0,1.0,1.0,62,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,71.4,4487.3,0.015911572660619974,72.3758064516129,0.0
837,1.0,0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,44.4,44.4,1.0,44.4,1.0
838,1.0,0,0.0,0.0,36,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,79.2,2854.95,0.02774129144118111,79.30416666666666,0.0
839,1.0,0,0.0,0.0,44,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,20.4,905.55,0.02252774556899122,20.580681818181816,0.0
840,0.0,1,0.0,0.0,55,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,100.0,5509.3,0.01815112627738551,100.16909090909091,1.0
841,0.0,0,1.0,0.0,72,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,105.0,7589.8,0.013834356636538512,105.41388888888889,0.0
842,0.0,0,1.0,1.0,12,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,19.8,229.6,0.08623693379790941,19.133333333333333,1.0
843,0.0,0,0.0,0.0,13,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.85,394.1,0.07827962446079675,30.315384615384616,0.0
844,1.0,0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,89.9,89.9,1.0,89.9,1.0
845,0.0,0,1.0,1.0,15,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,20.55,295.95,0.06943740496705525,19.73,0.0
846,0.0,0,0.0,0.0,65,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,84.85,5459.2,0.015542570339976552,83.9876923076923,0.0
847,0.0,0,1.0,1.0,12,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,33.15,444.75,0.0745362563237774,37.0625,0.0
848,1.0,0,1.0,0.0,72,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,92.0,6782.15,0.013565019942053775,94.19652777777777,0.0
849,0.0,0,1.0,1.0,72,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,89.8,6510.45,0.013793209378767981,90.42291666666667,0.0
850,0.0,0,1.0,1.0,72,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,115.8,8476.5,0.01366129888515307,117.72916666666667,0.0
851,1.0,0,0.0,1.0,52,1.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,3.0,85.15,4461.85,0.01908401223707655,85.8048076923077,0.0
852,1.0,0,0.0,0.0,2,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,24.85,62.0,0.40080645161290324,31.0,0.0
853,0.0,0,0.0,0.0,5,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,64.35,352.65,0.182475542322416,70.53,0.0
854,0.0,0,0.0,0.0,68,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,20.5,1424.9,0.014386974524528036,20.954411764705885,0.0
855,0.0,0,0.0,1.0,62,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,100.15,6413.65,0.015615133348405356,103.44596774193548,1.0
856,1.0,0,0.0,0.0,72,1.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,86.05,6309.65,0.013637840450738155,87.63402777777777,0.0
857,1.0,0,0.0,0.0,1,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.8,50.8,1.0,50.8,1.0
858,0.0,0,1.0,0.0,66,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,89.0,5898.6,0.01508832604346794,89.37272727272727,0.0
859,1.0,0,1.0,1.0,72,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,64.8,4719.75,0.01372954075957413,65.55208333333333,0.0
860,1.0,0,0.0,0.0,26,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,19.8,457.3,0.04329761644434726,17.588461538461537,0.0
861,1.0,0,1.0,1.0,64,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,93.4,5822.3,0.016041770434364427,90.9734375,0.0
862,1.0,1,1.0,0.0,20,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,73.65,1463.5,0.05032456440040998,73.175,1.0
863,0.0,0,0.0,0.0,3,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,95.1,307.4,0.30936890045543264,102.46666666666665,1.0
864,1.0,0,0.0,0.0,22,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,94.65,2104.55,0.04497398493739754,95.66136363636365,1.0
865,1.0,0,1.0,0.0,4,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,80.6,319.15,0.2525458248472505,79.7875,1.0
866,1.0,0,1.0,0.0,62,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,39.0,2337.45,0.016684848873772702,37.7008064516129,0.0
867,0.0,0,0.0,0.0,5,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,20.5,104.3,0.1965484180249281,20.86,0.0
868,1.0,0,1.0,0.0,59,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,85.55,5084.65,0.016825150206995567,86.18050847457627,1.0
869,1.0,0,0.0,1.0,3,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,26.4,121.25,0.2177319587628866,40.416666666666664,0.0
870,0.0,0,1.0,0.0,72,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,98.2,7015.9,0.013996778745421117,97.44305555555555,0.0
871,1.0,0,1.0,1.0,57,1.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,97.55,5598.0,0.017425866380850304,98.21052631578948,0.0
872,1.0,0,0.0,1.0,66,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,19.95,1269.1,0.01571980143408715,19.228787878787877,0.0
873,0.0,0,0.0,0.0,60,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,50.8,3027.4,0.016780075312149038,50.45666666666667,1.0
874,1.0,0,0.0,1.0,45,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,99.7,4634.35,0.0215132650749296,102.98555555555556,0.0
875,0.0,0,0.0,0.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,34.8,113.95,0.30539710399297937,37.983333333333334,0.0
876,0.0,0,0.0,0.0,15,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,105.1,1582.75,0.06640341178328858,105.51666666666667,1.0
877,0.0,0,0.0,1.0,51,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,60.15,3077.0,0.019548261293467664,60.333333333333336,0.0
878,0.0,0,0.0,0.0,60,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,64.75,4039.5,0.0160292115360812,67.325,0.0
879,1.0,0,0.0,0.0,33,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54.65,1665.2,0.03281888061494115,50.46060606060606,0.0
880,1.0,0,0.0,0.0,10,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,110.1,1043.3,0.10553052813188919,104.33,1.0
881,1.0,1,0.0,0.0,26,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,19.3,504.2,0.0382784609282031,19.392307692307693,0.0
882,0.0,0,0.0,0.0,6,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,83.9,497.55,0.1686262687167119,82.925,1.0
883,0.0,0,1.0,0.0,67,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,111.25,7511.65,0.014810327957239754,112.1141791044776,0.0
884,0.0,0,1.0,1.0,49,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,35.8,1782.0,0.020089786756453423,36.36734693877551,0.0
885,1.0,0,0.0,0.0,1,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,20.05,20.05,1.0,20.05,0.0
886,0.0,1,0.0,0.0,7,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,84.35,609.65,0.13835807430492905,87.09285714285714,0.0
887,0.0,1,0.0,0.0,27,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,110.5,2857.6,0.038668812989921614,105.83703703703704,0.0
888,1.0,0,1.0,1.0,37,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,91.2,3247.55,0.028082708503333283,87.77162162162162,0.0
889,0.0,0,1.0,1.0,63,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,100.55,6215.35,0.016177689108417062,98.65634920634922,1.0
890,1.0,0,1.0,1.0,31,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,89.3,2823.0,0.0316330145235565,91.06451612903226,0.0
891,1.0,0,1.0,1.0,50,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,103.85,5017.9,0.020695908647043584,100.35799999999999,1.0
892,1.0,1,0.0,0.0,32,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,81.1,2619.25,0.03096306194521332,81.8515625,0.0
893,0.0,0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.6,24.6,1.0,24.6,1.0
894,0.0,0,1.0,0.0,63,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,81.2,4965.1,0.016354151980826168,78.81111111111112,0.0
895,1.0,0,0.0,0.0,30,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,94.3,2679.7,0.03519050639997015,89.32333333333332,0.0
896,1.0,0,1.0,0.0,71,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,116.1,8310.55,0.013970194511795249,117.04999999999998,0.0
897,0.0,0,0.0,0.0,53,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,105.55,5682.25,0.018575388270491443,107.2122641509434,0.0
898,0.0,0,0.0,0.0,12,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,98.9,1120.95,0.08822873455551095,93.41250000000001,1.0
899,1.0,0,1.0,0.0,50,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,94.4,4914.9,0.019206901462898534,98.29799999999999,0.0
900,0.0,0,0.0,0.0,2,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,19.5,27.55,0.7078039927404719,13.775,0.0
901,0.0,0,0.0,0.0,9,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,98.3,923.5,0.10644288034650785,102.61111111111111,1.0
902,1.0,0,0.0,0.0,17,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,93.85,1625.65,0.05773075385230522,95.62647058823529,1.0
903,0.0,0,1.0,0.0,56,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,105.6,6068.65,0.01740090464930421,108.36874999999999,0.0
904,1.0,0,1.0,1.0,67,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,81.35,5398.6,0.015068721520394174,80.57611940298509,0.0
905,1.0,1,0.0,0.0,9,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,100.5,918.6,0.10940561724363161,102.06666666666666,1.0
906,1.0,0,0.0,0.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,56.4,234.85,0.2401532893336172,58.7125,0.0
907,1.0,0,0.0,0.0,19,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,65.35,1231.85,0.053050290213905914,64.83421052631579,0.0
908,0.0,0,0.0,1.0,8,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,19.95,170.9,0.11673493270918665,21.3625,0.0
909,0.0,0,0.0,0.0,71,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,111.25,7984.15,0.0139338564530977,112.45281690140844,0.0
910,1.0,1,0.0,0.0,10,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,72.85,688.65,0.10578668409206418,68.865,1.0
911,0.0,1,0.0,0.0,15,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,89.0,1288.3,0.06908328805402468,85.88666666666667,0.0
912,1.0,0,1.0,1.0,72,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,106.1,7848.5,0.013518506721029496,109.00694444444444,0.0
913,1.0,0,0.0,0.0,12,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,20.05,267.0,0.0750936329588015,22.25,0.0
914,1.0,0,1.0,1.0,72,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,25.2,1798.9,0.014008560787147701,24.984722222222224,0.0
915,1.0,1,1.0,0.0,1,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,73.55,73.55,1.0,73.55,1.0
916,0.0,1,0.0,0.0,23,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.4,1643.55,0.04587630434121262,71.45869565217392,0.0
917,1.0,0,0.0,0.0,72,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,65.55,4807.45,0.013635087208395303,66.77013888888888,0.0
918,0.0,0,0.0,0.0,26,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,80.7,2193.0,0.03679890560875513,84.34615384615384,0.0
919,0.0,0,0.0,0.0,21,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,104.55,2239.4,0.04668661248548718,106.63809523809525,0.0
920,1.0,0,1.0,0.0,60,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,24.15,1505.9,0.016036921442326844,25.098333333333336,0.0
